,description,points,price,variety,country,tag,variable
532,"Jammy strawberry and raspberry aromas are lean, reedy, wiry and grassy. This Peruvian Syrah tastes like raspberry jam, but one that's been infused with grass cuttings and cough medicine.",81,14.0,Syrah,Peru,worst reviews,country
533,"Pinot Noir blended with Tannat? Like it or not, here it is, and this unicorn wine from Uruguay smells cheesy and murky. A linear palate is not well padded, while this tastes earthy, like saucy plum and tomato.",81,20.0,Red Blend,Uruguay,worst reviews,country
534,"Fresh but faint aromas of hay, candlewax and grass open this honest but simple effort. The palate lacks intensity but displays a bit of a mineral streak. Disappointingly short on the finish. Imported by Nelwood Wines.",81,15.0,Chardonnay,Australia,worst reviews,country
535,"This is a big burly wine that just has too many off aromas. Heavy barnyard scents mix with tart berry and espresso elements, and although there's body here, and what seem to be basically good elements, the stable-like odors stop the show.",81,12.0,Sangiovese,Italy,worst reviews,country
536,"The modest cherry, dark berry and black tea notes of this light wine show tell-tale orange-peel notes of decline. This feels just too thin and tired at an early age.",81,15.0,Sangiovese,Italy,worst reviews,country
537,"Pickled, briny aromas set up a plump palate that is the best part of the wine. Flavors of bland melon are salty, while the finish fails to improve on anything that came before it.",81,11.0,Chardonnay,Mexico,worst reviews,country
538,"Muted on the nose, with flavors of apple and white gumdrops, and finishing with hints of butter and anise.",81,8.0,Chardonnay,Australia,worst reviews,country
539,"A wine that lacks balance. Its strawberry fruits are shot through with shocking acidity and then sweetened, none of the elements hanging together. Drink seriously chilled.",81,10.0,Rosé,Portugal,worst reviews,country
540,"Smoky and confected, with candied apple and sugared peach notes that come across as cloying.",81,15.0,Chardonnay,Australia,worst reviews,country
541,"This electric pink colored wine is both too rich and too heavy. It only survives because of a fresh streak of acidity that comes through at the end. Otherwise, it is too much.",81,12.0,Rosé,Portugal,worst reviews,country
542,"Hot and leathery up front, with stewy notes and candied red fruit aromas. The palate features smacking tannic bite along with foxy-tasting red fruit. Turns medicinal on the finish.",81,10.0,Red Blend,Peru,worst reviews,country
543,"A weird Cabernet with unfamiliar, odd aromas. Tight as nails and sheering, with sour plum and incongruent buttery oak flavors. Barrel influence shows up on the finish. Needs polish and improvement.",81,36.0,Cabernet Sauvignon,Brazil,worst reviews,country
544,"The offbeat, savory nose is certainly complex, and the flavors follow in a similar vein, showing hints of onion and soft-ripened cheese. It's light in body, with a touch of residual sugar and a short finish.",81,12.0,White Blend,Australia,worst reviews,country
545,"Waxy, stalky aromas provide little to no varietal familiarity. This is acid-driven, with lemon and underripe pineapple flavors along with wheaty, stalky aftershocks. The fresh and tangy feel turns bitter on the finish.",80,16.0,Chardonnay,Uruguay,worst reviews,country
546,"There's a thorny, almost raw quality of fruit here that is backed by a touch of dill weed and black tar. It feels tart and slightly bitter on the close.",80,12.0,Merlot,Italy,worst reviews,country
547,Aromas of strawberry sherbet are followed by sweet candy-shop flavors on the palate. Chill it thoroughly before drinking. Screwcap.,80,8.0,Rosé,Portugal,worst reviews,country
548,"A tartly acidic wine, with some sweet molasses aromas but also hints of decaying vegetation.",80,16.0,Pinot Noir,New Zealand,worst reviews,country
549,"Bold and very clumsy. There are leathery elements to the nose and wild, grapy fruit that stumbles onto the palate. A wall of tannins hits you on the finish, and throughout it's untamed and overdone. Very fruity and forward, but devoid of tact.",80,8.0,Cabernet Sauvignon,France,worst reviews,country
550,"Thin brambly aromas and wet rubber don't bode well for the mouth, which is thin, tart and dominated by pie cherries and apple skins. A long, starching finish sends it on its way without much charm.",80,11.0,Sangiovese,Italy,worst reviews,country
551,"Sketchy right away, with salinic, pool water aromas. Awkward and buttery in the mouth, with corn and baked apple flavors. Finishes salty and nutty.",80,20.0,Chardonnay,Brazil,worst reviews,country
552,"Lean and rather dry, this has old wood and lean fruit flavors.",80,25.0,Bordeaux-style Red Blend,France,worst reviews,country
553,This very ripe wine tastes of supermature grapes; it' s soft and formless.,80,20.0,Bordeaux-style Red Blend,France,worst reviews,country
554,"Curiously dusty wine, tasting of under-ripe cranberry with a coating of sweetness. While it is identifiably Sauvignon Blanc, it does seem to have missed out on the region's signature minerality. Screwcap.",80,23.0,Sauvignon Blanc,France,worst reviews,country
555,"Best on the nose, where apple and lemony aromas are true. In the mouth, it's foamy and crude, with crushing citrus and cidery flavors. Rough, bubbly and massive; tough stuff to swallow.",80,15.0,Sparkling Blend,Peru,worst reviews,country
556,"Hits with barrel resin and not much else. Feels screechy and shrill, with a swath of wood tannin. Acidity pushes it along in the mouth, but this is really all about resiny wood.",80,25.0,Chardonnay,Brazil,worst reviews,country
557,"The nose offers earthy, medicinal notes on the light black-cherry fruit. Thin on the palate, it has a cough syrup-like taste. The tannins are soft, the acids low. Finishes short.",80,19.0,Cabernet Sauvignon,Israel,worst reviews,country
558,This vivid pink-colored wine tastes of candy with added acidity. There is some sweetness along with the artificial flavors.,80,11.0,Rosé,France,worst reviews,country
559,"This is herbal, burnt and stalky smelling, then raw and herbal tasting, with weedy notes and a scratchy finish.",80,11.0,Cabernet Sauvignon,Argentina,worst reviews,country
560,"Neutral aromas, sour apple and citrus flavors, a spritzy mouthfeel and soda-like on the finish. Unsophisticated to a fault.",80,6.0,Chardonnay,Chile,worst reviews,country
561,"Not very fruity, with gritty cherry flavors and a hard, edgy, almost sour profile. Does nothing for the reputation of Merlot in Argentina. Overpriced, too.",80,16.0,Merlot,Argentina,worst reviews,country
562,"Odd notes of Pez candy and confectioner's sugar open this new entry from Southeast Australia. With a watery palate and an almost nonexistent finish, the wine does not make as much of an impression as the catchy name.",80,12.0,Chardonnay,Australia,worst reviews,country
563,"Heavy as dead weight, with a raisiny nose. Only dried out, semisalty plum flavors work the palate.",80,14.0,Malbec,Chile,worst reviews,country
564,"There's a pickled scent, but no fruit on the nose. This is pinched on the palate, with underripe, nutty, oily flavors of spent white fruits and bitterness.",80,13.0,Sauvignon Blanc,Chile,worst reviews,country
565,"This has overripe tropical-fruit aromas on the nose. Wheaty, oxidized flavors finish with a note of mushy fruit.",80,7.0,Chardonnay,Chile,worst reviews,country
566,"Pinched austere aromas of cat pee and oily sweat are extreme and unusual for a Rías Baixas wine. A citric and raw palate tastes like this smells. Fresh acidity is about all this underripe, sour and bitter blend of Albariño, Treixadura and Loureira has going for it.",80,19.0,White Blend,Spain,worst reviews,country
567,"This Cava is so heavily oaked that it smells savory and saucy, with almost no fruit to speak of. Woody flavors are barrel-dominated, and so is the monotonous finish.",80,17.0,Sparkling Blend,Spain,worst reviews,country
568,"This wine is volatile and grassy on the nose, and extremely horsey. Odd flavors of mango and pineapple are way out of place, and the finish tastes of bad tobacco.",80,14.0,Malbec,Chile,worst reviews,country
569,"The aroma is stalky and leathery on the nose. The palate is grabby, with sulfuric, bitter flavors of uncomplicated berry fruits. This is 65% Bobal and 35% Tempranillo.",80,9.0,Red Blend,Spain,worst reviews,country
570,Smells like fruit juice. Overall it's raisiny and pruney. Drinkable but barely. Doesn't bring clarity or proper balance.,80,16.0,Tempranillo,Spain,worst reviews,country
571,"There's nothing special about this Syrah. It's not only soft and semisweet, it's thin in fruit, with watered down blackberry jelly flavors.",80,30.0,Syrah,US,worst reviews,country
572,"This suffers from major problems. It has all the faults of a hot Zinfandel: semisweet baked-fruit flavors, a lack of acidity, and a resulting medicinal quality.",80,69.0,Zinfandel,US,worst reviews,country
573,"A blend of Petite Sirah and Petit Verdot, this is a clumsy wine. It's soft and overripe, and the oaky overlay doesn't do anything to improve the situation.",80,22.0,Red Blend,US,worst reviews,country
574,"Way too much banana, mango and sugar. Not a prime-time player.",80,10.0,Chardonnay,Argentina,worst reviews,country
575,"Tastes sweet and alcoholic, with vegetal flavors that barely break into berries and cocoa.",80,13.0,Zinfandel,US,worst reviews,country
576,"Light, transparent and candied with underdeveloped, boring flavors and a mild chemical harshness. Barely worth a look. 40,000 cases produced.",80,8.0,Malbec,Argentina,worst reviews,country
577,"This yeasty funky Chardonnay is on its last legs. The mouthfeel is mealy and the flavors are dull, yeasty, generic and lightly oxidized on the finish.",80,9.0,Chardonnay,Spain,worst reviews,country
578,This smells confected—neither natural nor convincing. Vanilla and milk chocolate aromas recall a cheap ice cream sundae. This feels scattered and hollow. Plum and chocolate flavors taste artificial and forced.,80,9.0,Cabernet Sauvignon,Argentina,worst reviews,country
579,"Vanilla, butterscotch and some harsher oak-derived compounds dominate the modest citrus fruit that might have been wine before it was turned into oak juice. For wood lovers only.",80,18.0,Chardonnay,US,worst reviews,country
